							ACO_F1=1_F2=5_Sync=100					ACO_F1=1_F2=5_Sync=1000					ACO_F1=5_F2=1_Sync=100					ACO_F1=5_F2=1_Sync=1000					ACO_F1=F2=1_Sync=100					ACO_F1=F2=1_Sync=1000					Greedy					
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	
	10	3	21	200	1.0	0.66	00:00:06.62	00:03:08.34	00:00:07.59	00:02:14.79	00:00:06.54	00:03:07.03	00:00:31.82	2745.0151057401813	14.652567975830813	1936.1027190332322	-1.2084592145015116	2725.226586102719	380.6646525679758	-96.48508017415313	-95.97005415737496	-28.432621854093664	-96.52755654667092	-0.695550599978763	-83.10502283105023	-12.779973649538864	2381.422924901186	1675.889328063241	-13.833992094861658	2364.163372859025	319.23583662714094	-95.08865642851843	39.72846650344982	-94.3690184731805	-95.14800801246383	38.756584316343954	-76.39290748571852	1.2232415902140683	2779.8165137614683	16.05504587155963	1961.0091743119267	2759.7859327217125	386.54434250764524	-96.46046088862748	0.7004223921296061	-95.94182751430252	-27.931347912099667	-96.50323477516977	-82.98668662781373	-79.19547454431175	491.89189189189193	-76.14707730986801	323.60150848522943	-79.44688874921432	487.7749842866122	
	10	3	21	500	1.0	0.66	00:00:07.74	00:03:07.62	00:00:08.54	00:03:05.84	00:00:07.70	00:03:07.57	00:00:33.47	2324.031007751938	10.335917312661485	2301.033591731266	-0.5167958656330753	2323.3850129198963	332.4289405684754	-95.87464023025264	-95.44824645560175	-0.948726148598231	-95.89595991898518	-0.02664961091568669	-82.16075045304339	-9.367681498829029	2096.955503512881	2076.1124121779862	-9.83606557377048	2096.370023419204	291.92037470725995	-95.83512699095996	0.9578131726216107	-95.40464916056823	-95.85665088247956	0.930908308222121	-81.9898837709858	0.5194805194805199	2336.6233766233768	10.909090909090896	2313.5064935064934	2335.974025974026	334.6753246753247	-95.87354054486325	0.02665671482647085	-95.44703310763983	-0.9223223329956762	-95.89486591672443	-82.15599509516447	-76.87481326561098	460.5616970421273	-74.48461308634599	455.2435016432627	-76.99432327457426	460.4123095309232	
	10	3	21	400	1.0	0.66	00:00:08.03	00:03:11.85	00:00:08.18	00:01:15.87	00:00:07.81	00:03:12.35	00:00:34.59	2289.1656288916565	1.867995018679955	844.831880448319	-2.7397260273972575	2295.392278953923	330.7596513075965	-95.81443836330466	-95.73625228042741	-60.453479280688036	-95.92911128485795	0.26062027625749284	-81.97028928850665	-1.8337408312958479	2245.354523227384	827.5061124694377	-4.523227383863082	2251.4669926650367	322.86063569682153	-89.41610649795703	152.866745749308	-89.21839989455647	-89.7060761829445	153.52576776064316	-54.408857255832345	2.8169014084507014	2356.4660691421254	4.73751600512164	871.4468629961589	2362.8681177976955	342.8937259923176	-95.82531842994541	-0.25994281258123214	-95.74733558617103	-60.556277618923836	-95.93969326748115	-82.01715622563036	-76.7851980341139	454.640069384215	-76.35154668979474	119.34084995663486	-77.42122000578202	456.0855738652789	
	10	3	21	300	1.0	0.66	00:00:07.47	00:03:07.82	00:00:08.72	00:02:15.13	00:00:08.13	00:03:08.46	00:00:36.82	2414.3239625167334	16.73360107095048	1708.9692101740293	8.835341365461861	2422.89156626506	392.90495314591703	-96.02278777552976	-95.35725694814184	-28.053455436055796	-95.67138749866893	0.34075178362262526	-80.3961239484613	-14.33486238532111	2053.899082568807	1449.655963302752	-6.766055045871558	2061.2385321100915	322.2477064220183	-94.47198993561756	38.99208169910457	-93.5469547842818	-93.98357137571229	39.46569969658848	-72.75216458225412	-8.11808118081182	2210.2091020910207	7.257072570725705	1562.1156211562115	2218.081180811808	352.890528905289	-96.03629417383	-0.33959460893559096	-95.37302345325269	-28.297782022710393	-95.68608723336517	-80.46269765467474	-79.71211298207497	410.10320478001086	-76.31721890277024	267.00162954915805	-77.91960890820205	411.8413905486149	
	10	2	21	100	0.5	0.33	00:00:12.16	00:04:49.43	00:00:15.40	00:05:32.73	00:00:12.62	00:04:47.01	00:00:53.08	2280.1809210526317	26.644736842105267	2636.266447368421	3.7828947368420978	2260.2796052631575	336.5131578947369	-95.79863870365891	-94.67919704246277	14.960439484504029	-95.6397056283039	-0.8361261790415699	-81.66050513077428	-21.03896103896104	1779.4155844155846	2060.5844155844156	-18.05194805194806	1763.7012987012988	244.67532467532465	-96.34538514711627	-13.01355453370601	-95.37162263697293	-96.2071349141947	-13.740870976467415	-84.0471252967872	-3.645007923930262	2193.423137876387	22.0285261489699	2536.5293185419973	2174.247226624406	320.6022187004755	-95.76321382530224	0.8431761959513661	-94.63433329849134	15.929758544998442	-95.60294066408835	-81.50587087557926	-77.09118311981915	445.2712886209496	-70.98718914845517	526.846269781462	-76.224566691786	440.7121326299925	
	10	2	21	200	0.5	0.33	00:00:13.26	00:05:18.28	00:00:15.09	00:05:52.50	00:00:13.45	00:05:17.14	00:01:09.45	2300.3016591251885	13.800904977375566	2558.371040723982	1.4328808446455468	2291.7043740573154	423.7556561085973	-95.83385698127435	-95.25889154203846	10.751539524946597	-95.7741611159985	-0.35817519165514217	-78.17959029785095	-12.1272365805169	2009.2113982770047	2235.984095427436	-10.868124585818427	2001.6567263088139	360.23856858846915	-96.23829787234042	-9.707801418439724	-95.71914893617021	-96.18439716312056	-10.031205673758869	-80.29787234042554	-1.4126394052044573	2266.39405204461	12.19330855018588	2520.817843866171	2257.918215613383	416.35687732342006	-95.81888125118245	0.35946269786213864	-95.24184902566691	11.149649996846824	-95.75897080153875	-78.10115406445102	-80.90712742980561	358.2865370770338	-78.27213822894169	407.55939524838016	-80.63354931605471	356.6450683945284	
	10	2	21	500	0.5	0.33	00:00:13.83	00:04:55.57	00:00:15.08	00:05:40.08	00:00:13.76	00:04:56.18	00:01:07.41	2037.1655820679682	9.038322487346347	2359.002169197397	-0.5061460592913976	2041.5762834417933	387.4186550976139	-95.32090536928646	-94.89799370707446	15.059038468044792	-95.34458842237034	0.20638089115945923	-77.19321988023142	-8.289124668435013	1860.0132625994697	2155.1724137931037	-8.753315649867375	1864.0583554376658	347.0159151193634	-95.9333098094566	-13.088096918372147	-95.565749235474	-95.95389320159963	-12.908727358268637	-80.17819336626675	0.5087209302325602	2048.0377906976746	9.593023255813955	2371.5116279069766	2052.470930232558	389.8982558139535	-95.33054223782835	-0.2059558376662886	-94.90850158687284	14.822067661557153	-95.35417651428186	-77.2401917752718	-79.48375611927014	338.46610295208427	-77.62943183503931	404.4948820649755	-79.58759827918706	339.37101320278896	
	10	2	21	400	0.5	0.33	00:00:12.35	00:04:17.07	00:00:15.29	00:05:14.31	00:00:11.83	00:04:17.51	00:00:59.86	1981.5384615384617	23.80566801619433	2445.02024291498	-4.21052631578947	1985.101214574899	384.69635627530363	-95.19586104951959	-94.05220367993154	22.266308787489795	-95.39814058427665	0.17115960633290456	-76.71451355661881	-19.228253760627858	1581.294964028777	1955.6572923479398	-22.629169391759316	1584.1726618705036	291.4977109221714	-96.07075816868695	-18.211320034360984	-95.13537590277114	-96.23619993000541	-18.071330851706918	-80.9551080143807	4.3956043956043915	2073.034657650042	29.24767540152155	2556.889264581572	2076.754015215554	406.00169061707527	-95.20406974486428	-0.1708671507902597	-94.06236651003846	22.057395829288186	-95.40600365034368	-76.75430080385227	-79.36852656197794	329.4520547945205	-74.4570664884731	425.07517540928836	-80.23722018042099	330.1871032408954	
	10	2	21	300	0.5	0.33	00:00:11.98	00:04:18.00	00:00:12.31	00:05:18.52	00:00:12.49	00:04:15.78	00:01:00.77	2053.5893155258764	2.754590984974959	2558.7646076794654	4.257095158597661	2035.0584307178633	407.26210350584313	-95.35658914728683	-95.22868217054264	23.457364341085267	-95.15891472868216	-0.8604651162790694	-76.44573643410853	-2.6807473598700247	1995.8570268074734	2487.4898456539395	1.4622258326563746	1977.8229082047114	393.663688058489	-96.23885470300138	-19.00037674243375	-96.13525053371845	-96.07873916865502	-19.69735024488258	-80.92113525053372	-4.083266613290631	1965.6525220176138	-1.4411529223378678	2450.200160128102	1947.8783026421138	386.5492393915132	-95.31628743451404	0.8679333802486507	-95.18727031042302	24.52889201657674	-95.1168973336461	-76.24130111814841	-80.28632548955076	324.5515879545828	-79.74329438867862	424.1402007569524	-79.44709560638474	320.8984696396248	
	10	2	21	100	0.0	0.0	00:00:06.70	00:03:21.84	00:00:09.84	00:04:07.36	00:00:07.03	00:03:37.46	00:04:50.68	2912.537313432836	46.86567164179104	3591.9402985074626	4.925373134328359	3145.6716417910447	4238.507462686567	-96.68053904082441	-95.12485136741974	22.552516845025767	-96.51704320253667	7.738803012286962	44.01506143479984	-31.910569105691057	1951.219512195122	2413.8211382113823	-28.556910569105685	2109.959349593496	2854.065040650407	-97.29139715394567	-18.402328589909448	-96.02199223803363	-97.15798835705046	-12.087645536869342	17.51293661060802	-4.69416785206259	2771.1237553342817	39.97155049786628	3418.634423897582	2993.3143669985775	4034.8506401137984	-96.91897360434103	-7.182930194058679	-95.47502989055458	13.749655108985563	-96.76722155798767	33.670560103007446	-97.69505985963947	-30.562818219347736	-96.61483418191827	-14.902986101554971	-97.5815329572038	-25.189211504059443	
	10	2	21	200	0.0	0.0	00:00:06.88	00:03:52.62	00:00:06.79	00:04:23.12	00:00:08.04	00:03:53.10	00:01:09.45	3281.1046511627906	-1.3081395348837188	3724.418604651163	16.86046511627906	3288.081395348837	909.4476744186046	-97.04238672513111	-97.08107643366864	13.111512337718167	-96.54371937064741	0.20634511220015034	-70.14444157854012	1.3254786450662719	3325.920471281296	3775.1104565537553	18.40942562592046	3332.9896907216494	922.8276877761415	-97.38522347217999	-11.591669200364853	-97.41942839768926	-96.94435998783824	-11.409242930982066	-73.60519914867741	-14.427860696517406	2793.2835820895525	-15.54726368159203	3172.6368159203985	2799.2537313432836	763.8059701492539	-97.04847704847705	-0.20592020592020152	-97.08708708708708	12.878592878592885	-96.55083655083655	-70.20592020592021	-90.09359251259899	234.94600431965443	-90.22318214542837	278.86249100071996	-88.42332613390928	235.63714902807772	
	10	2	21	500	0.0	0.0	00:00:06.69	00:03:47.72	00:00:08.60	00:04:18.26	00:00:08.00	00:03:38.66	00:01:10.08	3303.8863976083703	28.550074738415532	3760.388639760837	19.581464872944686	3168.460388639761	947.5336322869955	-97.06218162655892	-96.22343228526262	13.41120674512559	-96.48691375373265	-3.9785701738977703	-69.22536448269805	-22.209302325581387	2547.9069767441865	2903.0232558139533	-6.976744186046507	2442.558139534884	714.8837209302325	-97.40958723766747	-11.82529234105165	-96.67002245798808	-96.90234647254704	-15.333384960892122	-72.86455509951213	-16.374999999999996	2746.5	7.499999999999996	3128.25	2633.25	776.0	-96.94045550169213	4.143419006677034	-96.06695326077015	18.110308241104907	-96.34135187048386	-67.95024238543857	-90.45376712328768	224.9429223744292	-87.72831050228311	268.5216894977169	-88.58447488584474	212.0148401826484	
	10	2	21	400	0.0	0.0	00:00:07.09	00:04:35.81	00:00:09.47	00:03:36.27	00:00:07.86	00:04:16.64	00:01:11.35	3790.1269393511993	33.56840620592385	2950.352609308886	10.860366713681248	3519.7461212976023	906.3469675599436	-97.42938979732425	-96.56647692251912	-21.58732460751967	-97.15021210253435	-6.9504368949639295	-74.13074217758601	-25.13199577613517	2812.460401267159	2183.738120380148	-17.001055966209083	2610.0316789862723	653.4318901795142	-96.72169047949323	27.530401812549123	-95.62121422296204	-96.36565404355666	18.66648171267396	-67.00883155315115	-9.796437659033085	3409.0330788804067	20.48346055979644	2651.5267175572517	3165.1399491094144	807.7608142493638	-97.2373753117207	7.469607231920206	-96.31000623441398	-15.73020573566084	-96.93734413965088	-72.1984102244389	-90.06306937631395	286.5592151366504	-86.72740014015416	203.11142256482134	-88.98388227049755	259.69166082690964	
	10	2	21	300	0.0	0.0	00:00:06.98	00:03:33.61	00:00:09.59	00:04:17.18	00:00:07.52	00:02:54.65	00:01:13.03	2960.3151862464183	37.39255014326647	3584.5272206303725	7.736389684813741	2402.1489971346705	946.2750716332378	-96.73236271710127	-95.51050980759328	20.396985159870788	-96.47956556340995	-18.23884649595057	-65.81152567763682	-27.215849843587065	2127.4244004171014	2581.7518248175184	-21.58498435870699	1721.1678832116788	661.5224191866528	-97.2859475853488	-16.94144179174119	-96.27109417528578	-97.07597791430126	-32.09036472509526	-71.60354615444436	-7.180851063829777	2740.558510638298	27.526595744680854	3319.946808510638	2222.473404255319	871.1436170212768	-96.0034354423132	22.30747208703121	-94.50901803607215	47.254509018036075	-95.69424563412538	-58.18494131119382	-90.44228399287964	192.49623442420923	-86.86841024236614	252.1566479528961	-89.70286183760099	139.148295221142	
	10	2	21	100	0.5	1.0	00:00:07.43	00:02:04.15	00:00:07.37	00:02:04.93	00:00:08.45	00:02:05.94	00:00:53.24	1570.92866756393	-0.80753701211305	1581.4266487213997	13.728129205921933	1595.0201884253029	616.5545087483177	-94.01530406766008	-94.06363270237615	0.6282722513089014	-93.19371727748691	1.4418042690293933	-57.1163914619412	0.8141112618724506	1584.5318860244233	1595.1153324287652	14.654002713704195	1608.819538670285	622.3880597014926	-94.05266949491715	-0.6243496357960466	-94.1006963899784	-93.23621227887617	0.80845273353077	-57.38413511566477	-12.07100591715976	1369.2307692307693	-12.781065088757387	1378.4615384615386	1390.414201183432	530.0591715976333	-94.10036525329521	-1.421311735747175	-94.14800698745434	-0.8019691916785698	-93.29045577259012	-57.725901222804495	-86.0443275732532	133.18933132982718	-86.15702479338843	134.65439519158525	-84.12847483095418	136.55146506386174	
	10	2	21	200	0.5	1.0	00:00:08.69	00:02:05.25	00:00:09.16	00:02:04.20	00:00:08.69	00:02:04.28	00:00:49.92	1341.311852704258	5.408515535097822	1329.228998849252	0.0	1330.149597238205	474.4533947065594	-93.061876247505	-92.68662674650699	-0.8383233532934109	-93.061876247505	-0.7744510978043904	-60.1437125748503	-5.131004366812234	1267.3580786026203	1255.8951965065503	-5.131004366812234	1256.7685589519651	444.97816593886466	-93.00322061191628	0.8454106280193213	-92.62479871175525	-93.00322061191628	0.06441223832528042	-59.806763285024154	0.0	1341.311852704258	5.408515535097822	1329.228998849252	1330.149597238205	474.4533947065594	-93.00772449308015	0.7804956549726415	-92.62954618603155	-0.06437077566784542	-93.00772449308015	-59.83263598326359	-82.59214743589745	150.9014423076923	-81.65064102564104	148.7980769230769	-82.59214743589745	148.95833333333331	
	10	2	21	500	0.5	1.0	00:00:08.63	00:02:03.00	00:00:07.66	00:02:03.41	00:00:08.44	00:02:02.90	00:00:46.08	1325.260718424102	-11.239860950173819	1330.0115874855155	-2.2016222479722045	1324.1019698725377	433.9513325608342	-92.98373983739839	-93.77235772357724	0.3333333333333306	-93.13821138211382	-0.08130081300812546	-62.53658536585366	12.663185378590086	1505.7441253263707	1511.0966057441253	10.18276762402088	1504.4386422976504	501.56657963446474	-93.00704967182563	-0.3322259136212597	-93.79304756502714	-93.16100802204036	-0.41325662426058746	-62.66104853739567	2.251184834123238	1357.3459715639813	-9.241706161137433	1362.2037914691944	1356.1611374407585	445.9715639810427	-92.97803091944671	0.0813669650122004	-93.7672904800651	0.41497152156223827	-93.1326281529699	-62.50610252237592	-81.27170138888889	166.92708333333334	-83.37673611111111	167.8168402777778	-81.68402777777779	166.71006944444446	
	10	2	21	400	0.5	1.0	00:00:07.77	00:02:03.68	00:00:08.84	00:02:04.65	00:00:07.72	00:02:03.48	00:00:49.50	1491.7631917631918	13.770913770913776	1504.2471042471045	-0.6435006435006413	1489.1891891891894	537.0656370656371	-93.71765847347994	-92.85252263906855	0.7842820181112539	-93.75808538163002	-0.16170763260026103	-59.97736093143596	-12.104072398190048	1299.0950226244345	1310.0678733031675	-12.669683257918555	1296.8325791855204	459.95475113122166	-93.76654632972323	-0.7781789009225824	-92.90814279983954	-93.80665864420376	-0.9386281588447667	-60.28880866425993	0.6476683937823812	1502.0725388601038	14.50777202072539	1514.637305699482	1499.4818652849742	541.1917098445597	-93.70748299319727	0.16196954972465405	-92.84094590217039	0.947521865889214	-93.74797538062845	-59.91253644314869	-84.30303030303031	149.85858585858585	-82.14141414141413	151.81818181818184	-84.4040404040404	149.45454545454547	
	10	2	21	300	0.5	1.0	00:00:07.67	00:02:06.35	00:00:07.79	00:02:04.11	00:00:07.98	00:02:05.43	00:00:44.56	1547.3272490221643	1.5645371577574982	1518.122555410691	4.041720990873539	1535.3324641460235	480.96479791395046	-93.92956074396518	-93.8345864661654	-1.7728531855955638	-93.68421052631578	-0.7281361297981698	-64.73288484368817	-1.5404364569961502	1521.951219512195	1493.196405648267	2.4390243902439073	1510.1412066752246	472.01540436457003	-93.8199983885263	1.8048505358149989	-93.72330996696479	-93.57021996615906	1.063572637176704	-64.09636612682299	-3.8847117794486277	1483.3333333333333	-2.380952380952386	1455.2631578947367	1471.8045112781954	458.39598997493727	-93.88503547795584	0.7334768396715199	-93.78936458582476	-1.0523798134417661	-93.6378856732839	-64.47420872199633	-82.78725314183124	183.55026929982043	-82.51795332136446	178.52333931777378	-82.0915619389587	181.48563734290843	
	10	3	21	100	0.0	0.0	00:00:09.15	00:04:40.88	00:00:12.52	00:07:15.84	00:00:10.62	00:04:38.38	00:00:57.16	2969.726775956284	36.83060109289617	4663.27868852459	16.06557377049179	2942.4043715846997	524.6994535519125	-96.74238108800913	-95.54258046140701	55.16946738820848	-96.21902591854172	-0.8900598120193677	-79.64967245798917	-26.91693290734824	2143.450479233227	3381.1501597444094	-15.175718849840258	2123.482428115016	356.5495207667732	-97.90060572687224	-35.55433186490455	-97.12738619676946	-97.56332599118943	-36.1279368575624	-86.88509544787078	-13.841807909604508	2544.8210922787193	17.890772128060267	4003.9548022598874	2521.280602636535	438.2297551789078	-96.71312594295568	0.8980530210503629	-95.50255047057979	56.562971477836044	-96.18507076657806	-79.4669157267045	-83.9923023093072	391.39258222533243	-78.0965710286914	662.4912526242126	-81.42057382785165	387.0188943317005	
	10	3	21	200	0.0	0.0	00:00:09.60	00:05:01.65	00:00:12.73	00:07:06.57	00:00:10.67	00:05:00.89	00:01:14.12	3042.1874999999995	32.60416666666668	4343.4375	11.145833333333337	3034.270833333333	672.0833333333335	-96.81750372948781	-95.77987734128956	41.41223272003979	-96.46278799933697	-0.25194762141554483	-75.42847671142053	-24.587588373919882	2269.599371563236	3250.9033778476037	-16.182246661429698	2263.6292223095047	482.24666142969363	-97.74949011885504	-29.284759828398627	-97.01573012635674	-97.49865203835245	-29.462925193989264	-82.62418829266005	-10.028116213683226	2727.085285848172	19.306466729147147	3897.8444236176197	2719.9625117150886	594.6579194001874	-96.80946525308252	0.25258400079763066	-95.76921798663963	41.76941739506132	-96.45385356774901	-75.3664129748413	-87.04803022126283	306.9751753912574	-82.82514840798704	475.512682137075	-85.60442525634106	305.94981111710734	
